,Name,Desc,Framework Type,Related Platform / Languages,Added,Framework Provider,Asset Home Page (URL),Repository / Source Code,Version,Terms Of Service URL,Is the Framework Source Code Non-Proprietary ?,Type of License if Non-Proprietary,Device specific,Framework does not belong to a Company,Docs Home Page URL,Supported Request Formats,Supported Response Formats,Offers Hypermedia Support
516,Durmand Priory," Durmand Priory is a framework written in Objective-C for accessing the Guild Wars 2 API. All of the API's endpoints are included in the framework, but it's still a work in progress.",Framework,Objective-C,"September 6, 2014",,https://github.com/dannywartnaby/DurmandPriory,,,,No,,No,No,,,,No
517,Meteor JavaScript Framework," Meteor is a service that allows users to build web applications. Some features of Meteor include application interoperability, data synchronization, and live page updates. The Meteor JavaScript Framework is an open source tool for developers to construct web apps purely using JavaScript.",Framework,JavaScript,"September 5, 2014",,https://www.meteor.com/,https://github.com/meteor/meteor,,,No,,No,No,,,,No
518,Ember JavaScript," Ember-Runtime is a framework that provides core functions for Ember including cross-platform functions, and support for property observing and objects. It's focus is on small size and performance. It is intended to be used in place of or along-side other cross-platform libraries such as jQuery. The core Runtime framework is based on the jQuery API with a number of performance optimizations.",Framework,JavaScript,"September 5, 2014",Tilde,http://emberjs.com/,https://github.com/emberjs/ember.js,,,No,,No,No,,,,No
519,AngularJS," Google provides AngularJS, a framework that can help developers to extend an application in HTML using Javascript objects. The site displays code with examples named basic html code, add some control, wire up backend, and create components. Such samples add js and css to the html to include style and functionality. In the main sites, users can view code on Githib and access the download file. To build an application using Angular, developers can practice in a browser at no cost.",Framework,JavaScript,"September 5, 2014",Google,https://angularjs.org/,,,,No,,No,No,,,,No
520,Bottle," Bottle is a Python Web Framework. With Bottle users can request calls, receive support for mako, jinja2 and cheetah templates. They can also access services to create data, upload files, cookies and headers. Bottle is built in HTTP and is supported with Google App Engine and WSGI servers.",Framework,Python,"August 27, 2014",Independent Developer,http://bottlepy.org/docs/dev/index.html,https://pypi.python.org/pypi/bottle,,,No,,No,No,,,,No
521,Restify," restify is a small framework that borrows from express, used to build RESTful web services in Node.js. It provides out of the box support for features used to build such services such as versioning, error handling, content negotiation and CORS.",Framework,Node.js,"July 31, 2014",,http://mcavage.me/node-restify/,https://github.com/mcavage/node-restify,,,No,,No,No,,,,No
522,Hapi, Hapi is a server framework for Node.js originally created by Walmart Labs. It is designed as a scalable web framework that can help developers evolve their system over time. Hapi offers REST API support and infrastructure for building web apps or serving static content.,Framework,Node.js,"July 30, 2014",,http://hapijs.com/,https://github.com/spumko/hapi,,,No,,No,No,,,,No
523,Express," Express is a minimal node.js web application framework. It offers developers a full set of features for building single, multi-page, and hybrid web applications. Express is styled after Sinatra.",Framework,Node.js,"July 30, 2014",,http://expressjs.com/,https://github.com/strongloop/express,,,No,,No,No,,,,No
524,Cloudmade Nav SDK," The Nav SDK by Cloudmade is designed for developers to implement customizable tools into mobile devices for use in automobile navigation. Developed from the ground up, the Nav SDK supports multiple software platforms, compatible with Linux, QNX, Android, iOS, WinCE, and Windows Phone. The SDK is flexible enough to be implemented into various hardware platforms such as wearables, smartphone, and a car's dashboard control panel. Integrating 3rd party APIs for data sources is possible, and the SDK comes compatible with all major map providers. Some main features this hybrid offline/online SDK specializes in is route calculating, re-routing, voice control, and displaying traffic data.",Framework,"Java,Objective-C","August 21, 2014",CloudMade,http://cloudmade.com/solutions/navigation-guidance,,,,No,,No,No,,,,No
525,Giotto," Giotto is a framework based on the model, view and controllers (MVC) concept. Some of the characteristics of Giotto include a free RESTful interface, automatic URL routing, and Jinja2 for HTML templates with an API. This framework promotes functionality while the code for model, view, and controller is separated from an existing association.",Framework,Python,"August 27, 2014",Independent Developer,http://giotto.readthedocs.org/en/latest/index.html,https://github.com/priestc/giotto,,,No,,No,No,,,,No
526,Tornado," Tornado is a framework developed at FriendFeed, a feed created with friends' news, articles, photos and videos and shared in multiple collaborative sites. With Tornado, users can access applications, websockets, and long polling code. This service is optimum for consumers who require lasting connections. The framework serves also as an asynchronous networking library.",Framework,Python,"August 27, 2014",FriendFeed,http://www.tornadoweb.org/en/stable/,https://github.com/tornadoweb/tornado,,,No,,No,No,,,,No
527,easyXDM Framework," easyXDM is a JavaScript framework that enables easy cross-domain messaging and JavaScript API exposure. It is a nearly independent framework written with light and flexible code. The framework allows the ability to transfer strings between two windows, termed a 'provider' and a 'consumer.' easyXDM works well with low latency on the following browsers: IE, Opera, Firefox, Safari, and Chrome.",Framework,JavaScript,"August 20, 2014",Independent Developer,http://easyxdm.net/wp/,https://github.com/oyvindkinsey/easyXDM,,,No,,No,No,,,,No
528,Grape," Grape is a RESTful micro-framework that allows developers to build simple APIs in Ruby. With built in support for conventions and versioning, it's simplicity makes it an alternative to using a large framework such as Rails. Grape is designed with DSL to compliment existing web applications with an easy to implement API.",Framework,Ruby,"August 18, 2014",,http://intridea.github.io/grape/,,,,No,,No,No,,,,No
529,Zillow API in Cake, Zillow API in Cake allows developers to access the Zillow API using the CakePHP development framework. This framework is designed to help PHP users of all skill levels quickly develop applications.,Framework,PHP,"August 11, 2014",Zillow,https://github.com/brij420/Zillow-API-in-Cake,,,,No,,No,No,,,,No
530,Fastuc," The very first Hacklang framework. It takes the best of the language and bring it to your applications: safety, speed and verboseness.",Framework,PHP,"July 8, 2014",,http://fastuc.org,https://github.com/fastuc/framework,,,No,,No,No,,,,No
531,FMEngine," FMEngine is an Objective-C framework created for the Last.fm API. The framework doesn't parse output from the Last.fm API, so users will need to use their own parsers. FMEngine can be used in iPhone and Mac OS X applications and is released under the MIT License.",Framework,Objective-C,"July 24, 2014",,https://github.com/westbaer/FMEngine/tree/master,,,,No,,No,No,,,,No
532,Flickraw," Flickraw is a Ruby library that provides an interface to the Flickr API. Data returned through the interface is presented in a simple and intuitive manner. Because the library's methods are fetched from Flickr when it loads, the library is always up-to-date.",Framework,Ruby,"July 23, 2014",,http://hanklords.github.io/flickraw/,https://github.com/hanklords/flickraw,,,No,,No,No,,,,No
533,PRINTR3D PHP Wrapper, The PRINTR3D PHP Wrapper is designed to allow developers to easily integrate their PHP web applications with the Printr REST API's 3D printing services. This wrapper is being actively developed and updated by PRINTR.,Framework,PHP,"July 20, 2014",PRINTR,https://github.com/PRINTR3D/php_wrapper,,,,No,,No,No,,,,No
534,lastfm-sharp, lastfm-sharp is an open-source .NET interface to the Last.fm API. It comes with proxy support and is fully compatible with the .Net Framework and Mono.,Framework,".Net,C#","July 24, 2014",,https://code.google.com/p/lastfm-sharp/,,,,No,,No,No,,,,No
535,FlickrKit, FlickrKit is a library written in iOS Objective-C to help developers access the Flickr API. It is currently used by the Galleryr Pro iPad app.The library requires iOS 6.0 or above and has not been tested with older iOS versions.,Framework,Objective-C,"July 13, 2014",Flickr,https://github.com/devedup/FlickrKit,,,,No,,No,No,,,,No
